symbol,strategy,entry_ts,exit_ts,side,entry_price,exit_price,quantity,raw_pnl,entry_fee,exit_fee,pnl_net,pnl_bps
ETHUSDT,S2,1780605062192,1780605072192,Long,1771.044138,1769.436042,1.0,-1.6080959999999322,0.0,0.0,-1.6080959999999322,-9.07993180687139
ETHUSDT,S2,1780605703393,1780605705393,Long,1773.614652,1772.925344,1.0,-0.6893079999999827,0.0,0.0,-0.6893079999999827,-3.8864586465988595
ETHUSDT,S2,1780616004092,1780616009493,Long,1765.15296,1763.937142,1.0,-1.2158179999998993,0.0,0.0,-1.2158179999998993,-6.887890327645596
ETHUSDT,S2,1780616287793,1780616288892,Long,1766.1231539999999,1765.416846,1.0,-0.7063079999998081,0.0,0.0,-0.7063079999998081,-3.99920015996692
ETHUSDT,S2,1780616294292,1780616295492,Long,1766.723274,1765.8867520000001,1.0,-0.8365219999998317,0.0,0.0,-0.8365219999998317,-4.734878474238245
ETHUSDT,S2,1780617358193,1780617377492,Long,1771.774284,1770.69579,1.0,-1.0784940000000915,0.0,0.0,-1.0784940000000915,-6.08708462324703
ETHUSDT,S2,1780617586993,1780617591492,Long,1770.374004,1769.665996,1.0,-0.7080080000000635,0.0,0.0,-0.7080080000000635,-3.9992001599683653
ETHUSDT,S2,1780619215392,1780619220492,Long,1767.1333559999998,1766.3166660000002,1.0,-0.8166899999996531,0.0,0.0,-0.8166899999996531,-4.621552738092581
ETHUSDT,S2,1780619231592,1780619239892,Long,1767.993528,1766.976534,1.0,-1.016994000000068,0.0,0.0,-1.016994000000068,-5.752249563665076
ETHUSDT,S2,1780619274592,1780619276592,Long,1767.5834459999999,1767.056518,1.0,-0.5269279999997707,0.0,0.0,-0.5269279999997707,-2.9810643519670683
ETHUSDT,S2,1780619302792,1780619304792,Long,1768.743678,1768.226284,1.0,-0.5173939999999675,0.0,0.0,-0.5173939999999675,-2.925206215210384
ETHUSDT,S2,1780619336992,1780619337992,Long,1769.813892,1768.926144,1.0,-0.8877479999998741,0.0,0.0,-0.8877479999998741,-5.016052840429812
ETHUSDT,S2,1780619388792,1780619390792,Long,1771.894308,1771.255678,1.0,-0.638629999999921,0.0,0.0,-0.638629999999921,-3.6042217479707657
ETHUSDT,S2,1780619683492,1780619690792,Long,1771.074144,1770.255878,1.0,-0.8182659999999942,0.0,0.0,-0.8182659999999942,-4.620167951590819
ETHUSDT,S2,1780621870292,1780621905092,Long,1751.260182,1751.0797140000002,1.0,-0.18046799999979157,0.0,0.0,-0.18046799999979157,-1.0305036444881128
ETHUSDT,S2,1780621913492,1780621920492,Long,1751.230176,1750.84976,1.0,-0.38041599999996834,0.0,0.0,-0.38041599999996834,-2.172278694219853
ETHUSDT,S2,1780622689992,1780622694192,Long,1753.060542,1752.259478,1.0,-0.8010639999999967,0.0,0.0,-0.8010639999999967,-4.569517029264108
ETHUSDT,S2,1780622869592,1780622870592,Long,1753.580646,1752.8793540000001,1.0,-0.7012919999997393,0.0,0.0,-0.7012919999997393,-3.9992001599665206
ETHUSDT,S2,1780623199892,1780623211392,Long,1759.4818260000002,1759.0681160000001,1.0,-0.4137100000000373,0.0,0.0,-0.4137100000000373,-2.3513172678831484
ETHUSDT,S2,1780623314592,1780623316592,Long,1758.20157,1757.6484,1.0,-0.5531699999999091,0.0,0.0,-0.5531699999999091,-3.146226288490398
ETHUSDT,S2,1780623317692,1780623321692,Long,1758.491628,1757.44844,1.0,-1.0431880000001001,0.0,0.0,-1.0431880000001001,-5.932288692136441
ETHUSDT,S2,1780624386692,1780624391793,Long,1752.860502,1753.069316,1.0,0.20881400000007488,0.0,0.0,0.20881400000007488,1.1912756306723766
ETHUSDT,S2,1780624794092,1780624798092,Long,1753.220574,1751.8095680000001,1.0,-1.4110059999998157,0.0,0.0,-1.4110059999998157,-8.048080321009373
ETHUSDT,S2,1780625071592,1780625073592,Long,1751.75028,1751.0497200000002,1.0,-0.7005599999997685,0.0,0.0,-0.7005599999997685,-3.9992001599666844
ETHUSDT,S2,1780625549792,1780625551892,Long,1747.3494,1746.1307040000002,1.0,-1.218695999999909,0.0,0.0,-1.218695999999909,-6.974540981900408
ETHUSDT,S2,1780626915192,1780626918192,Long,1738.7076719999998,1738.412248,1.0,-0.2954239999996844,0.0,0.0,-0.2954239999996844,-1.6991010320893345
ETHUSDT,S2,1780626951892,1780626952892,Long,1739.387808,1738.942142,1.0,-0.44566599999984646,0.0,0.0,-0.44566599999984646,-2.562200320998493
ETHUSDT,S2,1780632982592,1780632985592,Long,1725.355002,1723.515228,1.0,-1.839774000000034,0.0,0.0,-1.839774000000034,-10.663162061531693
ETHUSDT,S3,1780500604733,1780500750729,Long,1853.360598,1849.989928,1.0,-3.3706700000000183,1.0193483289,1.0174944604,-5.407512789300018,-29.176798056111572
ETHUSDT,S3,1780500760971,1780500814028,Long,1849.999926,1845.960734,1.0,-4.039191999999957,1.0174999593,1.0152784037,-6.0719703629999575,-32.8214627344799
ETHUSDT,S3,1780500817628,1780500881030,Long,1846.629252,1845.6208020000001,1.0,-1.0084499999998116,1.0156460886,1.0150914411,-3.0391875296998117,-16.458027654485633
ETHUSDT,S3,1780500882329,1780500978024,Long,1846.1991659999999,1846.240678,1.0,0.04151200000001154,1.0154095413,1.0154323729,-1.9893299141999885,-10.77527252116627
ETHUSDT,S3,1780500996804,1780501007633,Long,1848.76968,1847.53042,1.0,-1.2392600000000584,1.0168233240000002,1.016141731,-3.2722250550000584,-17.699473819800303
ETHUSDT,S3,1780501060323,1780501142332,Long,1844.308788,1842.48143,1.0,-1.8273580000000038,1.0143698334000002,1.0133647865000002,-3.855092619900004,-20.902641927334376
ETHUSDT,S3,1780501143496,1780501192588,Long,1843.378602,1843.43124,1.0,0.05263799999988805,1.0138582311,1.013887182,-1.9751074131001118,-10.71460529571728
ETHUSDT,S3,1780501196919,1780501420814,Long,1843.8687,1844.790968,1.0,0.922268000000031,1.0141277850000001,1.0146350324,-1.1064948173999691,-6.000941484607711
ETHUSDT,S3,1780501430005,1780501479912,Long,1845.9091079999998,1845.0309200000002,1.0,-0.8781879999996818,1.0152500093999999,1.0147670060000002,-2.908205015399682,-15.754865734156628
