week,n_symbols,lump_share,neg_share,pos_share,d1_degenerate,d10_degenerate
2022-12-19,132,0.25,0.6818181818,0.0681818182,False,True
2022-12-26,132,0.2045454545,0.7424242424,0.053030303,False,True
2023-01-02,132,0.2651515152,0.6666666667,0.0681818182,False,True
2023-01-09,133,0.1879699248,0.3609022556,0.4511278195,False,False
2023-01-16,133,0.1804511278,0.2932330827,0.5263157895,False,False
2023-01-23,133,0.1879699248,0.1578947368,0.6541353383,False,False
2023-01-30,133,0.1203007519,0.1278195489,0.7518796992,False,False
2023-02-06,134,0.1492537313,0.328358209,0.5223880597,False,False
2023-02-13,134,0.1492537313,0.328358209,0.5223880597,False,False
2023-02-20,134,0.1791044776,0.223880597,0.5970149254,False,False
2023-02-27,135,0.3037037037,0.5481481481,0.1481481481,False,False
2023-03-06,135,0.1481481481,0.8222222222,0.0296296296,False,True
2023-03-13,135,0.2222222222,0.6,0.1777777778,False,False
2023-03-20,135,0.2148148148,0.7481481481,0.037037037,False,True
2023-03-27,135,0.2444444444,0.7185185185,0.037037037,False,True
2023-04-03,136,0.3235294118,0.6029411765,0.0735294118,False,True
2023-04-10,137,0.1167883212,0.3430656934,0.5401459854,False,False
2023-04-17,139,0.0647482014,0.2661870504,0.6690647482,False,False
2023-04-24,141,0.2836879433,0.6524822695,0.0638297872,False,True
2023-05-01,142,0.2816901408,0.6830985915,0.0352112676,False,True
2023-05-08,144,0.125,0.875,0.0,False,True
2023-05-15,147,0.1972789116,0.7959183673,0.0068027211,False,True
2023-05-22,147,0.3129251701,0.6666666667,0.0204081633,False,True
2023-05-29,147,0.5306122449,0.3605442177,0.1088435374,False,False
2023-06-05,147,0.0476190476,0.925170068,0.0272108844,False,True
2023-06-12,147,0.0884353741,0.9047619048,0.0068027211,False,True
2023-06-19,147,0.1088435374,0.8775510204,0.0136054422,False,True
2023-06-26,150,0.14,0.8266666667,0.0333333333,False,True
2023-07-03,150,0.1533333333,0.7933333333,0.0533333333,False,True
2023-07-10,150,0.2266666667,0.7,0.0733333333,False,True
2023-07-17,151,0.4370860927,0.5099337748,0.0529801325,False,True
2023-07-24,151,0.3112582781,0.6490066225,0.0397350993,False,True
2023-07-31,152,0.3092105263,0.6710526316,0.0197368421,False,True
2023-08-07,152,0.3947368421,0.5592105263,0.0460526316,False,True
2023-08-14,153,0.1633986928,0.7843137255,0.0522875817,False,True
2023-08-21,154,0.2142857143,0.7792207792,0.0064935065,False,True
2023-08-28,156,0.1858974359,0.7820512821,0.0320512821,False,True
2023-09-04,156,0.1346153846,0.8461538462,0.0192307692,False,True
2023-09-11,156,0.1282051282,0.8525641026,0.0192307692,False,True
2023-09-18,159,0.1320754717,0.8490566038,0.0188679245,False,True
2023-09-25,161,0.1925465839,0.7950310559,0.0124223602,False,True
2023-10-02,163,0.2147239264,0.773006135,0.0122699387,False,True
2023-10-09,165,0.1575757576,0.8303030303,0.0121212121,False,True
2023-10-16,165,0.1636363636,0.8303030303,0.0060606061,False,True
2023-10-23,166,0.3012048193,0.4337349398,0.265060241,False,False
2023-10-30,168,0.2321428571,0.1369047619,0.630952381,False,False
2023-11-06,168,0.0833333333,0.0595238095,0.8571428571,True,False
2023-11-13,168,0.1011904762,0.0476190476,0.8511904762,True,False
2023-11-20,168,0.4107142857,0.1726190476,0.4166666667,False,False
2023-11-27,169,0.3136094675,0.1597633136,0.5266272189,False,False
2023-12-04,171,0.0350877193,0.0584795322,0.9064327485,True,False
2023-12-11,171,0.0526315789,0.0760233918,0.8713450292,True,False
2023-12-18,175,0.0514285714,0.0742857143,0.8742857143,True,False
2023-12-25,179,0.0111731844,0.0558659218,0.9329608939,True,False
2024-01-01,179,0.0167597765,0.0837988827,0.8994413408,True,False
2024-01-08,182,0.6263736264,0.2472527473,0.1263736264,False,False
2024-01-15,186,0.623655914,0.1935483871,0.1827956989,False,False
2024-01-22,189,0.6296296296,0.3121693122,0.0582010582,False,True
2024-01-29,191,0.6701570681,0.2617801047,0.0680628272,False,True
2024-02-05,191,0.5916230366,0.2460732984,0.1623036649,False,False
2024-02-12,192,0.0833333333,0.0625,0.8541666667,True,False
2024-02-19,192,0.0416666667,0.0572916667,0.9010416667,True,False
2024-02-26,194,0.0051546392,0.0257731959,0.9690721649,True,False
2024-03-04,196,0.0,0.0102040816,0.9897959184,True,False
2024-03-11,197,0.0050761421,0.0253807107,0.9695431472,True,False
2024-03-18,199,0.1206030151,0.0603015075,0.8190954774,True,False
2024-03-25,202,0.0,0.0198019802,0.9801980198,True,False
2024-04-01,205,0.0048780488,0.0292682927,0.9658536585,True,False
2024-04-08,205,0.0243902439,0.2390243902,0.7365853659,False,False
2024-04-15,207,0.2270531401,0.7584541063,0.0144927536,False,True
2024-04-22,209,0.2822966507,0.7081339713,0.009569378,False,True
2024-04-29,209,0.2296650718,0.7703349282,0.0,False,True
2024-05-06,211,0.336492891,0.654028436,0.009478673,False,True
2024-05-13,212,0.3066037736,0.6745283019,0.0188679245,False,True
2024-05-20,213,0.4037558685,0.2441314554,0.3521126761,False,False
2024-05-27,216,0.2777777778,0.1018518519,0.6203703704,False,False
2024-06-03,218,0.1559633028,0.0733944954,0.7706422018,True,False
2024-06-10,220,0.5090909091,0.4590909091,0.0318181818,False,True
2024-06-17,229,0.2096069869,0.7772925764,0.0131004367,False,True
2024-06-24,230,0.3391304348,0.6434782609,0.0173913043,False,True
2024-07-01,234,0.2521367521,0.7307692308,0.0170940171,False,True
2024-07-08,241,0.2199170124,0.77593361,0.0041493776,False,True
2024-07-15,243,0.2551440329,0.7242798354,0.0205761317,False,True
2024-07-22,244,0.3196721311,0.6639344262,0.0163934426,False,True
2024-07-29,247,0.2186234818,0.7773279352,0.004048583,False,True
2024-08-05,251,0.1474103586,0.8486055777,0.0039840637,False,True
2024-08-12,253,0.1422924901,0.8577075099,0.0,False,True
2024-08-19,255,0.2039215686,0.7843137255,0.0117647059,False,True
2024-08-26,255,0.1568627451,0.8392156863,0.0039215686,False,True
2024-09-02,256,0.1171875,0.87890625,0.00390625,False,True
2024-09-09,258,0.1821705426,0.8062015504,0.011627907,False,True
2024-09-16,260,0.1923076923,0.7846153846,0.0230769231,False,True
2024-09-23,260,0.3153846154,0.6423076923,0.0423076923,False,True
2024-09-30,262,0.2213740458,0.7519083969,0.0267175573,False,True
2024-10-07,262,0.2557251908,0.7099236641,0.034351145,False,True
2024-10-14,262,0.5190839695,0.427480916,0.0534351145,False,True
2024-10-21,263,0.3764258555,0.5703422053,0.0532319392,False,True
2024-10-28,265,0.3547169811,0.6,0.0452830189,False,True
2024-11-04,268,0.197761194,0.4104477612,0.3917910448,False,False
2024-11-11,272,0.1691176471,0.0625,0.7683823529,True,False
2024-11-18,273,0.0952380952,0.0402930403,0.8644688645,True,False
2024-11-25,274,0.0656934307,0.0510948905,0.8832116788,True,False
2024-12-02,275,0.0145454545,0.0254545455,0.96,True,False
2024-12-09,280,0.0428571429,0.1,0.8571428571,False,False
2024-12-16,282,0.3865248227,0.5283687943,0.085106383,False,True
2024-12-23,285,0.3824561404,0.5929824561,0.0245614035,False,True
2024-12-30,286,0.3776223776,0.4895104895,0.1328671329,False,False
2025-01-06,288,0.3159722222,0.5590277778,0.125,False,False
2025-01-13,293,0.2696245734,0.5221843003,0.2081911263,False,False
2025-01-20,300,0.61,0.32,0.07,False,True
2025-01-27,303,0.3432343234,0.6402640264,0.0165016502,False,True
2025-02-03,305,0.1147540984,0.8819672131,0.0032786885,False,True
2025-02-10,311,0.1800643087,0.8167202572,0.0032154341,False,True
2025-02-17,313,0.1437699681,0.7571884984,0.0990415335,False,True
2025-02-24,315,0.3365079365,0.6285714286,0.0349206349,False,True
2025-03-03,321,0.1900311526,0.800623053,0.0093457944,False,True
2025-03-10,324,0.1049382716,0.8796296296,0.0154320988,False,True
2025-03-17,327,0.122324159,0.871559633,0.006116208,False,True
2025-03-24,329,0.1458966565,0.8480243161,0.0060790274,False,True
2025-03-31,330,0.1454545455,0.8484848485,0.0060606061,False,True
2025-04-07,336,0.0982142857,0.8720238095,0.0297619048,False,True
2025-04-14,339,0.1327433628,0.8495575221,0.017699115,False,True
2025-04-21,340,0.1823529412,0.7882352941,0.0294117647,False,True
2025-04-28,340,0.1941176471,0.7852941176,0.0205882353,False,True
2025-05-05,342,0.2076023392,0.7485380117,0.0438596491,False,True
2025-05-12,348,0.3390804598,0.5977011494,0.0632183908,False,True
2025-05-19,351,0.2763532764,0.6780626781,0.0455840456,False,True
2025-05-26,354,0.209039548,0.7514124294,0.0395480226,False,True
2025-06-02,355,0.1943661972,0.7774647887,0.0281690141,False,True
2025-06-09,359,0.1949860724,0.7715877437,0.0334261838,False,True
2025-06-16,361,0.163434903,0.8144044321,0.0221606648,False,True
2025-06-23,373,0.1501340483,0.8391420912,0.0107238606,False,True
2025-06-30,375,0.16,0.8186666667,0.0213333333,False,True
2025-07-07,376,0.1968085106,0.7313829787,0.0718085106,False,True
2025-07-14,380,0.3631578947,0.2894736842,0.3473684211,False,False
2025-07-21,383,0.3994778068,0.2349869452,0.365535248,False,False
2025-07-28,384,0.2864583333,0.6380208333,0.0755208333,False,True
2025-08-04,388,0.2706185567,0.6288659794,0.1005154639,False,False
2025-08-11,391,0.2455242967,0.6138107417,0.1406649616,False,False
2025-08-18,393,0.203562341,0.6844783715,0.1119592875,False,False
2025-08-25,394,0.2538071066,0.6725888325,0.0736040609,False,True
2025-09-01,398,0.3015075377,0.6281407035,0.0703517588,False,True
2025-09-08,403,0.4392059553,0.3870967742,0.1736972705,False,False
2025-09-15,412,0.3058252427,0.4514563107,0.2427184466,False,False
2025-09-22,423,0.2080378251,0.6595744681,0.1323877069,False,False
2025-09-29,427,0.3395784543,0.5316159251,0.1288056206,False,False
2025-10-06,433,0.0854503464,0.7829099307,0.1316397229,False,False
2025-10-13,436,0.2110091743,0.7316513761,0.0573394495,False,True
2025-10-20,438,0.1940639269,0.7397260274,0.0662100457,False,True
2025-10-27,442,0.1561085973,0.7760180995,0.0678733032,False,True
2025-11-03,449,0.131403118,0.7884187082,0.0801781737,False,True
2025-11-10,458,0.1397379913,0.7772925764,0.0829694323,False,True
2025-11-17,466,0.1266094421,0.7939914163,0.0793991416,False,True
2025-11-24,473,0.1585623679,0.7758985201,0.0655391121,False,True
2025-12-01,481,0.130977131,0.7962577963,0.0727650728,False,True
2025-12-08,488,0.112704918,0.8114754098,0.0758196721,False,True
2025-12-15,493,0.1237322515,0.7890466531,0.0872210953,False,True
2025-12-22,498,0.156626506,0.7570281124,0.0863453815,False,True
2025-12-29,499,0.1482965932,0.74749499,0.1042084168,False,False
2026-01-05,503,0.1769383698,0.7137176938,0.1093439364,False,False
2026-01-12,506,0.1600790514,0.733201581,0.1067193676,False,False
2026-01-19,508,0.1476377953,0.7657480315,0.0866141732,False,True
2026-01-26,509,0.1650294695,0.7563850688,0.0785854617,False,True
2026-02-02,513,0.2085769981,0.7134502924,0.0779727096,False,True
2026-02-09,514,0.1984435798,0.719844358,0.0817120623,False,True
2026-02-16,516,0.1279069767,0.7887596899,0.0833333333,False,True
2026-02-23,519,0.1136801541,0.7899807322,0.0963391137,False,True
2026-03-02,524,0.1278625954,0.7881679389,0.0839694656,False,True
2026-03-09,524,0.1183206107,0.784351145,0.0973282443,False,True
2026-03-16,538,0.124535316,0.7620817844,0.1133828996,False,False
2026-03-23,540,0.1259259259,0.7685185185,0.1055555556,False,False
2026-03-30,541,0.1293900185,0.7726432532,0.0979667283,False,True
2026-04-06,544,0.1268382353,0.7408088235,0.1323529412,False,False
2026-04-13,544,0.1360294118,0.7040441176,0.1599264706,False,False
2026-04-20,545,0.1302752294,0.7155963303,0.1541284404,False,False
2026-04-27,546,0.1538461538,0.6904761905,0.1556776557,False,False
2026-05-04,548,0.1605839416,0.6368613139,0.2025547445,False,False
2026-05-11,557,0.1436265709,0.6983842011,0.157989228,False,False
2026-05-18,560,0.1785714286,0.7178571429,0.1035714286,False,False
2026-05-25,563,0.1687388988,0.7211367673,0.1101243339,False,False
2026-06-01,563,0.1509769094,0.6909413854,0.1580817052,False,False
2026-06-08,565,0.1681415929,0.6796460177,0.1522123894,False,False
2026-06-15,570,0.1754385965,0.6771929825,0.1473684211,False,False
2026-06-22,581,0.1790017212,0.678141136,0.1428571429,False,False
2026-06-29,589,0.1799660441,0.6400679117,0.1799660441,False,False
2026-07-06,601,0.2129783694,0.6372712146,0.149750416,False,False
2026-07-13,608,0.1924342105,0.6726973684,0.1348684211,False,False
2026-07-20,614,0.1856677524,0.664495114,0.1498371336,False,False
2026-07-27,627,0.1547049442,0.6714513557,0.1738437002,False,False
2026-08-03,632,0.1598101266,0.6471518987,0.1930379747,False,False
2026-08-10,637,0.1883830455,0.6326530612,0.1789638932,False,False
2026-08-17,652,0.1503067485,0.5858895706,0.263803681,False,False
2026-08-24,665,0.2691729323,0.5383458647,0.192481203,False,False
2026-08-31,679,0.2164948454,0.5964653903,0.1870397644,False,False
2026-09-07,701,0.1982881598,0.634807418,0.1669044223,False,False
2026-09-14,719,0.0111265647,0.9485396384,0.0403337969,False,True
