minute_utc,coin,n_frames,n_horizon,n_legs,leg_w_p50,leg_w_p75,leg_w_max,leg_rel_p50,atm_mark_iv,under,n_unquoted_legband
2026-08-17T23:25:00Z,BTC,594,70,4,0.16,0.165,0.18,0.014,0.2744,64736.08,0
2026-08-17T23:25:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0067,0.4129,1918.35,0
2026-08-17T23:26:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0139,0.2749,64756.12,0
2026-08-17T23:26:00Z,ETH,468,40,2,0.22,0.235,0.25,0.0134,0.4129,1918.99,0
2026-08-17T23:27:00Z,BTC,594,70,5,0.16,0.16,0.19,0.0129,0.2751,64781.91,0
2026-08-17T23:27:00Z,ETH,468,40,3,0.12,0.155,0.19,0.0081,0.4129,1920.4,0
2026-08-17T23:28:00Z,BTC,594,70,5,0.16,0.16,0.19,0.0129,0.2748,64788.49,0
2026-08-17T23:28:00Z,ETH,468,40,3,0.12,0.155,0.19,0.0082,0.4129,1920.85,0
2026-08-17T23:29:00Z,BTC,594,70,5,0.16,0.16,0.18,0.0129,0.2753,64789.52,0
2026-08-17T23:29:00Z,ETH,468,40,3,0.12,0.155,0.19,0.0082,0.4129,1921.26,0
2026-08-17T23:30:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0137,0.2758,64762.66,0
2026-08-17T23:30:00Z,ETH,468,40,3,0.12,0.155,0.19,0.0082,0.4129,1920.54,0
2026-08-17T23:31:00Z,BTC,594,70,5,0.15,0.16,0.18,0.0127,0.2758,64790.69,0
2026-08-17T23:31:00Z,ETH,468,40,3,0.1,0.11,0.12,0.0053,0.4129,1922.5,0
2026-08-17T23:32:00Z,BTC,594,70,5,0.15,0.16,0.19,0.0132,0.2764,64854.09,0
2026-08-17T23:32:00Z,ETH,468,40,3,0.1,0.11,0.12,0.0051,0.4129,1923.78,0
2026-08-17T23:33:00Z,BTC,594,70,5,0.16,0.16,0.18,0.0132,0.2779,64826.63,0
2026-08-17T23:33:00Z,ETH,468,40,3,0.1,0.11,0.12,0.0052,0.4129,1922.51,0
2026-08-17T23:34:00Z,BTC,594,70,5,0.16,0.16,0.18,0.0134,0.2754,64859.85,0
2026-08-17T23:34:00Z,ETH,468,40,3,0.13,0.205,0.28,0.0085,0.4129,1923.68,0
2026-08-17T23:35:00Z,BTC,594,70,5,0.15,0.16,0.19,0.0132,0.2776,64810.09,0
2026-08-17T23:35:00Z,ETH,468,40,3,0.09,0.105,0.12,0.0053,0.4129,1921.38,0
2026-08-17T23:36:00Z,BTC,594,70,5,0.16,0.16,0.19,0.0131,0.276,64805.62,0
2026-08-17T23:36:00Z,ETH,468,40,3,0.1,0.175,0.25,0.0053,0.4129,1920.69,0
2026-08-17T23:37:00Z,BTC,594,70,5,0.16,0.17,0.18,0.0131,0.2755,64797.52,0
2026-08-17T23:37:00Z,ETH,468,40,3,0.12,0.15,0.18,0.0082,0.4129,1920.56,0
2026-08-17T23:38:00Z,BTC,594,70,5,0.16,0.17,0.18,0.0131,0.2764,64807.97,0
2026-08-17T23:38:00Z,ETH,468,40,3,0.13,0.2,0.27,0.0082,0.4129,1920.65,0
2026-08-17T23:39:00Z,BTC,594,70,5,0.16,0.16,0.19,0.0131,0.2763,64805.65,0
2026-08-17T23:39:00Z,ETH,468,40,3,0.12,0.15,0.18,0.0082,0.4129,1920.56,0
2026-08-17T23:40:00Z,BTC,594,70,5,0.16,0.16,0.18,0.0131,0.2762,64795.85,0
2026-08-17T23:40:00Z,ETH,468,40,3,0.12,0.15,0.18,0.0082,0.4129,1920.11,0
2026-08-17T23:41:00Z,BTC,594,70,4,0.16,0.1725,0.18,0.0137,0.2762,64779.2,0
2026-08-17T23:41:00Z,ETH,468,40,2,0.17,0.205,0.24,0.0107,0.4129,1918.5,0
2026-08-17T23:42:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0137,0.2755,64780.15,0
2026-08-17T23:42:00Z,ETH,468,40,3,0.12,0.15,0.18,0.0081,0.4129,1919.36,0
2026-08-17T23:43:00Z,BTC,594,70,4,0.16,0.1675,0.19,0.0137,0.2752,64777.04,0
2026-08-17T23:43:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1919.01,0
2026-08-17T23:44:00Z,BTC,594,70,5,0.15,0.16,0.19,0.0131,0.2757,64781.77,0
2026-08-17T23:44:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1918.41,0
2026-08-17T23:45:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0136,0.2756,64779.24,0
2026-08-17T23:45:00Z,ETH,468,40,2,0.16,0.175,0.19,0.0095,0.4129,1918.81,0
2026-08-17T23:46:00Z,BTC,594,70,5,0.16,0.16,0.18,0.0129,0.2761,64786.17,0
2026-08-17T23:46:00Z,ETH,468,40,3,0.12,0.155,0.19,0.0082,0.4129,1919.27,0
2026-08-17T23:47:00Z,BTC,594,70,5,0.16,0.17,0.18,0.0131,0.2762,64803.44,0
2026-08-17T23:47:00Z,ETH,468,40,3,0.09,0.11,0.13,0.0054,0.4129,1919.9,0
2026-08-17T23:48:00Z,BTC,594,70,5,0.16,0.17,0.18,0.0131,0.277,64821.09,0
2026-08-17T23:48:00Z,ETH,468,40,3,0.19,0.19,0.19,0.0089,0.4129,1920.14,0
2026-08-17T23:49:00Z,BTC,594,70,5,0.15,0.16,0.18,0.0131,0.2763,64820.4,0
2026-08-17T23:49:00Z,ETH,468,40,3,0.18,0.185,0.19,0.009,0.4129,1920.2,0
2026-08-17T23:50:00Z,BTC,594,70,5,0.16,0.16,0.18,0.0131,0.2766,64810.28,0
2026-08-17T23:50:00Z,ETH,468,40,3,0.12,0.155,0.19,0.0082,0.4129,1919.87,0
2026-08-17T23:51:00Z,BTC,594,70,5,0.15,0.16,0.18,0.0131,0.2763,64810.4,0
2026-08-17T23:51:00Z,ETH,468,40,3,0.1,0.175,0.25,0.0054,0.4129,1919.58,0
2026-08-17T23:52:00Z,BTC,594,70,5,0.15,0.16,0.19,0.0131,0.2769,64820.59,0
2026-08-17T23:52:00Z,ETH,468,40,3,0.18,0.185,0.19,0.009,0.4129,1920.04,0
2026-08-17T23:53:00Z,BTC,594,70,5,0.16,0.16,0.19,0.0131,0.2761,64831.02,0
2026-08-17T23:53:00Z,ETH,468,40,3,0.12,0.16,0.2,0.0082,0.4129,1919.86,0
2026-08-17T23:54:00Z,BTC,594,70,5,0.16,0.16,0.18,0.0132,0.2763,64833.57,0
2026-08-17T23:54:00Z,ETH,468,40,3,0.09,0.165,0.24,0.0054,0.4129,1919.56,0
2026-08-17T23:55:00Z,BTC,594,70,5,0.16,0.17,0.18,0.0131,0.2759,64791.72,0
2026-08-17T23:55:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0068,0.4129,1918.16,0
2026-08-17T23:56:00Z,BTC,594,70,5,0.16,0.16,0.19,0.0131,0.2763,64821.79,0
2026-08-17T23:56:00Z,ETH,468,40,3,0.1,0.11,0.12,0.0054,0.4129,1918.99,0
2026-08-17T23:57:00Z,BTC,594,70,5,0.15,0.16,0.19,0.0132,0.2747,64863.58,0
2026-08-17T23:57:00Z,ETH,468,40,3,0.12,0.15,0.18,0.0082,0.4129,1919.61,0
2026-08-17T23:58:00Z,BTC,594,70,5,0.16,0.17,0.19,0.0134,0.2757,64864.84,0
2026-08-17T23:58:00Z,ETH,468,40,3,0.09,0.11,0.13,0.0054,0.4129,1919.49,0
2026-08-17T23:59:00Z,BTC,594,70,5,0.15,0.17,0.19,0.0134,0.2765,64842.72,0
2026-08-17T23:59:00Z,ETH,468,40,3,0.1,0.11,0.12,0.0054,0.4129,1919.38,0
2026-08-16T08:00:00Z,BTC,34,0,0,,,,,,63059.82,0
2026-08-16T08:00:00Z,ETH,26,0,0,,,,,,1881.29,0
2026-08-17T08:00:00Z,BTC,32,0,0,,,,,,63550.23,0
2026-08-17T08:00:00Z,ETH,30,0,0,,,,,,1902.58,0
2026-08-17T23:59:00Z,BTC,594,70,5,0.15,0.17,0.19,0.0134,0.2765,64834.95,0
2026-08-17T23:59:00Z,ETH,468,40,3,0.09,0.105,0.12,0.0054,0.4129,1919.35,0
2026-08-18T00:00:00Z,BTC,594,70,5,0.15,0.16,0.19,0.0134,0.2751,64851.91,0
2026-08-18T00:00:00Z,ETH,468,40,3,0.1,0.11,0.12,0.0054,0.4129,1919.7,0
2026-08-18T00:01:00Z,BTC,594,70,5,0.16,0.16,0.19,0.0134,0.2769,64822.17,0
2026-08-18T00:01:00Z,ETH,468,40,3,0.1,0.11,0.12,0.0054,0.4129,1919.16,0
2026-08-18T00:02:00Z,BTC,594,70,5,0.16,0.16,0.18,0.0132,0.2762,64806.64,0
2026-08-18T00:02:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1918.61,0
2026-08-18T00:03:00Z,BTC,594,70,5,0.16,0.16,0.19,0.0131,0.2758,64782.74,0
2026-08-18T00:03:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1917.32,0
2026-08-18T00:04:00Z,BTC,594,70,5,0.16,0.17,0.18,0.0131,0.2747,64784.59,0
2026-08-18T00:04:00Z,ETH,468,40,2,0.115,0.1225,0.13,0.0068,0.4129,1917.53,0
2026-08-18T00:05:00Z,BTC,594,70,5,0.16,0.16,0.18,0.0131,0.2749,64786.35,0
2026-08-18T00:05:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0068,0.4129,1917.6,0
2026-08-18T00:06:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0138,0.2756,64750.03,0
2026-08-18T00:06:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1916.84,0
2026-08-18T00:07:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0139,0.2749,64736.56,0
2026-08-18T00:07:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1916.32,0
2026-08-18T00:08:00Z,BTC,594,70,4,0.165,0.175,0.19,0.0139,0.276,64733.12,0
2026-08-18T00:08:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0068,0.4129,1916.15,0
2026-08-18T00:09:00Z,BTC,594,70,4,0.16,0.165,0.18,0.014,0.2764,64729.22,0
2026-08-18T00:09:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0067,0.4129,1916.4,0
2026-08-18T00:10:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0139,0.2763,64727.2,0
2026-08-18T00:10:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0067,0.4129,1916.1,0
2026-08-18T00:11:00Z,BTC,594,70,4,0.165,0.175,0.19,0.0139,0.2764,64726.43,0
2026-08-18T00:11:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0067,0.4129,1915.96,0
2026-08-18T00:12:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0139,0.2764,64739.04,0
2026-08-18T00:12:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0067,0.4129,1916.42,0
2026-08-18T00:13:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0139,0.2762,64734.38,0
2026-08-18T00:13:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0067,0.4129,1916.39,0
2026-08-18T00:14:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0139,0.2762,64743.9,0
2026-08-18T00:14:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1916.43,0
2026-08-18T00:15:00Z,BTC,594,70,4,0.155,0.1675,0.19,0.0138,0.2739,64776.62,0
2026-08-18T00:15:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0067,0.4129,1917.53,0
2026-08-18T00:16:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0138,0.275,64756.29,0
2026-08-18T00:16:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0068,0.4129,1916.85,0
2026-08-18T00:17:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0138,0.2744,64757.13,0
2026-08-18T00:17:00Z,ETH,468,40,2,0.16,0.175,0.19,0.0095,0.4129,1917.3,0
2026-08-18T00:18:00Z,BTC,594,70,5,0.16,0.16,0.19,0.0131,0.2749,64782.07,0
2026-08-18T00:18:00Z,ETH,468,40,2,0.11,0.12,0.13,0.0068,0.4129,1918.28,0
2026-08-18T00:19:00Z,BTC,594,70,4,0.165,0.175,0.19,0.0137,0.2758,64772.89,0
2026-08-18T00:19:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1917.19,0
2026-08-18T00:20:00Z,BTC,594,70,4,0.165,0.175,0.19,0.0138,0.2749,64753.32,0
2026-08-18T00:20:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0067,0.4129,1916.66,0
2026-08-18T00:21:00Z,BTC,594,70,5,0.16,0.17,0.18,0.0131,0.2747,64784.35,0
2026-08-18T00:21:00Z,ETH,468,40,2,0.115,0.1225,0.13,0.0067,0.4129,1917.43,0
2026-08-18T00:22:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0137,0.2752,64773.49,0
2026-08-18T00:22:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0067,0.4129,1916.99,0
2026-08-18T00:23:00Z,BTC,594,70,5,0.16,0.16,0.18,0.0131,0.2749,64790.66,0
2026-08-18T00:23:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0067,0.4129,1917.86,0
2026-08-18T00:24:00Z,BTC,594,70,5,0.16,0.16,0.19,0.0132,0.2751,64790.72,0
2026-08-18T00:24:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0068,0.4129,1917.38,0
2026-08-18T00:25:00Z,BTC,594,70,4,0.155,0.165,0.18,0.0137,0.2755,64776.39,0
2026-08-18T00:25:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0068,0.4129,1917.15,0
2026-08-18T00:26:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0138,0.2755,64758.33,0
2026-08-18T00:26:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0067,0.4129,1916.95,0
2026-08-18T00:27:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0138,0.2762,64776.24,0
2026-08-18T00:27:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0067,0.4129,1917.74,0
2026-08-18T00:28:00Z,BTC,594,70,5,0.15,0.17,0.18,0.0131,0.2749,64782.99,0
2026-08-18T00:28:00Z,ETH,468,40,2,0.155,0.1725,0.19,0.0095,0.4129,1917.63,0
2026-08-18T00:29:00Z,BTC,594,70,4,0.16,0.1675,0.19,0.0138,0.2754,64767.17,0
2026-08-18T00:29:00Z,ETH,468,40,2,0.155,0.1725,0.19,0.0095,0.4129,1917.69,0
2026-08-18T00:30:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0138,0.2758,64761.85,0
2026-08-18T00:30:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0067,0.4129,1917.1,0
2026-08-18T00:31:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0138,0.2753,64756.97,0
2026-08-18T00:31:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1916.88,0
2026-08-18T00:32:00Z,BTC,594,70,4,0.16,0.1675,0.19,0.0139,0.2753,64748.63,0
2026-08-18T00:32:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1917.0,0
2026-08-18T00:33:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0139,0.2753,64746.45,0
2026-08-18T00:33:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0067,0.4129,1917.35,0
2026-08-18T00:34:00Z,BTC,594,70,4,0.16,0.1675,0.19,0.0139,0.2743,64746.25,0
2026-08-18T00:34:00Z,ETH,468,40,2,0.115,0.1225,0.13,0.0068,0.4129,1917.0,0
2026-08-18T00:35:00Z,BTC,594,70,4,0.165,0.1725,0.18,0.0139,0.275,64747.61,0
2026-08-18T00:35:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1917.0,0
2026-08-18T00:36:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0138,0.2743,64766.06,0
2026-08-18T00:36:00Z,ETH,468,40,2,0.115,0.1225,0.13,0.0068,0.4129,1917.01,0
2026-08-18T00:37:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0139,0.275,64750.77,0
2026-08-18T00:37:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0068,0.4129,1916.6,0
2026-08-18T00:38:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0139,0.2755,64759.05,0
2026-08-18T00:38:00Z,ETH,468,40,2,0.16,0.18,0.2,0.0096,0.4129,1916.85,0
2026-08-18T00:39:00Z,BTC,594,70,4,0.17,0.215,0.32,0.0146,0.2752,64735.82,0
2026-08-18T00:39:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1915.44,0
2026-08-18T00:40:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0139,0.2743,64711.93,0
2026-08-18T00:40:00Z,ETH,468,40,2,0.105,0.1075,0.11,0.0067,0.4129,1914.66,0
2026-08-18T00:41:00Z,BTC,594,70,4,0.16,0.165,0.18,0.014,0.2752,64703.72,0
2026-08-18T00:41:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0067,0.4129,1914.94,0
2026-08-18T00:42:00Z,BTC,594,70,4,0.16,0.165,0.18,0.014,0.2746,64700.46,0
2026-08-18T00:42:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0067,0.4129,1914.78,0
2026-08-18T00:43:00Z,BTC,594,70,4,0.17,0.1725,0.18,0.0141,0.2746,64713.64,0
2026-08-18T00:43:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1915.45,0
2026-08-18T00:44:00Z,BTC,594,70,4,0.16,0.165,0.18,0.014,0.2744,64709.66,0
2026-08-18T00:44:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1915.62,0
2026-08-18T00:45:00Z,BTC,594,70,4,0.16,0.165,0.18,0.014,0.2746,64709.75,0
2026-08-18T00:45:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1915.52,0
2026-08-18T00:46:00Z,BTC,594,70,4,0.16,0.165,0.18,0.014,0.2742,64682.53,0
2026-08-18T00:46:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0068,0.4129,1914.9,0
2026-08-18T00:47:00Z,BTC,594,70,4,0.16,0.165,0.18,0.014,0.2754,64698.01,0
2026-08-18T00:47:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0068,0.4129,1915.24,0
2026-08-18T00:48:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0141,0.2742,64694.47,0
2026-08-18T00:48:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1915.2,0
2026-08-18T00:49:00Z,BTC,594,70,4,0.165,0.175,0.19,0.0141,0.2738,64690.76,0
2026-08-18T00:49:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1915.35,0
2026-08-18T00:50:00Z,BTC,594,70,4,0.16,0.165,0.18,0.014,0.2751,64686.15,0
2026-08-18T00:50:00Z,ETH,468,40,2,0.105,0.1125,0.12,0.0068,0.4129,1915.33,0
2026-08-18T00:51:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0141,0.2745,64701.24,0
2026-08-18T00:51:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1915.79,0
2026-08-18T00:52:00Z,BTC,594,70,4,0.16,0.1725,0.18,0.014,0.2749,64685.92,0
2026-08-18T00:52:00Z,ETH,468,40,2,0.16,0.18,0.2,0.0096,0.4129,1915.55,0
2026-08-18T00:53:00Z,BTC,594,70,4,0.16,0.165,0.18,0.014,0.2751,64684.46,0
2026-08-18T00:53:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1915.86,0
2026-08-18T00:54:00Z,BTC,594,70,4,0.16,0.165,0.18,0.014,0.2746,64679.78,0
2026-08-18T00:54:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1915.37,0
2026-08-18T00:55:00Z,BTC,594,70,4,0.165,0.1725,0.18,0.014,0.2749,64668.8,0
2026-08-18T00:55:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1914.58,0
2026-08-18T00:56:00Z,BTC,594,70,4,0.16,0.165,0.18,0.014,0.2751,64669.13,0
2026-08-18T00:56:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1914.78,0
2026-08-18T00:57:00Z,BTC,594,70,4,0.16,0.165,0.18,0.014,0.2756,64686.19,0
2026-08-18T00:57:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1915.03,0
2026-08-18T00:58:00Z,BTC,594,70,4,0.16,0.165,0.18,0.014,0.2764,64679.1,0
2026-08-18T00:58:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1914.85,0
2026-08-18T00:59:00Z,BTC,594,70,4,0.16,0.165,0.18,0.0141,0.2758,64690.29,0
2026-08-18T00:59:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1915.63,0
2026-08-18T01:00:00Z,BTC,594,70,4,0.165,0.1725,0.18,0.014,0.2759,64669.19,0
2026-08-18T01:00:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1915.37,0
2026-08-18T01:01:00Z,BTC,594,70,4,0.175,0.205,0.28,0.0159,0.2752,64663.93,0
2026-08-18T01:01:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1914.91,0
2026-08-18T01:02:00Z,BTC,594,70,4,0.16,0.1725,0.18,0.0142,0.2749,64658.22,0
2026-08-18T01:02:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1914.65,0
2026-08-18T01:03:00Z,BTC,594,70,4,0.165,0.1725,0.18,0.0142,0.2747,64659.92,0
2026-08-18T01:03:00Z,ETH,468,40,2,0.11,0.115,0.12,0.0068,0.4129,1914.62,0
2026-08-18T04:11:00Z,BTC,594,70,6,0.16,0.1775,0.19,0.0129,0.2756,64447.2,0
2026-08-18T04:11:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4127,1900.09,0
2026-08-18T04:12:00Z,BTC,594,70,6,0.16,0.1775,0.19,0.0129,0.2762,64448.28,0
2026-08-18T04:12:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4127,1900.04,0
2026-08-18T04:13:00Z,BTC,594,70,6,0.185,0.26,0.35,0.0166,0.2763,64484.72,0
2026-08-18T04:13:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4127,1900.62,0
2026-08-18T04:14:00Z,BTC,594,70,6,0.17,0.18,0.2,0.013,0.2754,64457.06,0
2026-08-18T04:14:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4127,1900.37,0
2026-08-18T04:15:00Z,BTC,594,70,6,0.16,0.1775,0.2,0.013,0.2754,64457.36,0
2026-08-18T04:15:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4127,1900.37,0
2026-08-18T04:16:00Z,BTC,594,70,6,0.165,0.18,0.2,0.013,0.2757,64465.98,0
2026-08-18T04:16:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4127,1900.11,0
2026-08-18T04:17:00Z,BTC,594,70,6,0.165,0.17,0.2,0.013,0.2757,64462.31,0
2026-08-18T04:17:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4127,1899.99,0
2026-08-18T04:18:00Z,BTC,594,70,6,0.165,0.1775,0.2,0.013,0.2763,64454.4,0
2026-08-18T04:18:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4163,1899.29,0
2026-08-18T04:19:00Z,BTC,594,70,6,0.16,0.1775,0.2,0.013,0.2763,64452.39,0
2026-08-18T04:19:00Z,ETH,468,40,2,0.175,0.2025,0.23,0.0108,0.4163,1899.15,0
2026-08-18T04:20:00Z,BTC,594,70,6,0.165,0.18,0.2,0.013,0.2763,64448.34,0
2026-08-18T04:20:00Z,ETH,468,40,2,0.165,0.1925,0.22,0.0108,0.4163,1899.14,0
2026-08-18T04:21:00Z,BTC,594,70,6,0.165,0.1775,0.19,0.013,0.2763,64449.53,0
2026-08-18T04:21:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4163,1899.56,0
2026-08-18T04:22:00Z,BTC,594,70,6,0.16,0.1775,0.19,0.013,0.2763,64453.91,0
2026-08-18T04:22:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4163,1899.75,0
2026-08-18T04:23:00Z,BTC,594,70,6,0.16,0.1775,0.19,0.0129,0.2767,64439.84,0
2026-08-18T04:23:00Z,ETH,468,40,2,0.165,0.1925,0.22,0.0108,0.4163,1899.31,0
2026-08-18T04:24:00Z,BTC,594,70,6,0.16,0.1775,0.2,0.0128,0.2761,64444.28,0
2026-08-18T04:24:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4163,1899.37,0
2026-08-18T04:25:00Z,BTC,594,70,6,0.165,0.17,0.2,0.0128,0.2761,64444.0,0
2026-08-18T04:25:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4163,1899.45,0
2026-08-18T04:26:00Z,BTC,594,70,6,0.165,0.17,0.2,0.0129,0.277,64446.44,0
2026-08-18T04:26:00Z,ETH,468,40,2,0.115,0.1175,0.12,0.0071,0.4163,1899.48,0
2026-08-18T04:27:00Z,BTC,594,70,6,0.16,0.1775,0.2,0.0129,0.277,64444.65,0
2026-08-18T04:27:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4163,1899.33,0
2026-08-18T04:28:00Z,BTC,594,70,6,0.165,0.1775,0.19,0.0129,0.2764,64459.73,0
2026-08-18T04:28:00Z,ETH,468,40,2,0.115,0.1175,0.12,0.0071,0.4127,1899.92,0
2026-08-18T04:29:00Z,BTC,594,70,6,0.16,0.1775,0.19,0.0129,0.2764,64461.01,0
2026-08-18T04:29:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4127,1899.98,0
2026-08-18T04:30:00Z,BTC,594,70,6,0.16,0.17,0.2,0.0131,0.276,64481.32,0
2026-08-18T04:30:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4127,1900.49,0
2026-08-18T04:31:00Z,BTC,594,70,6,0.175,0.195,0.28,0.0161,0.276,64483.59,0
2026-08-18T04:31:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0071,0.4127,1900.59,0
2026-08-18T04:32:00Z,BTC,594,70,6,0.165,0.17,0.2,0.0133,0.2758,64503.78,0
2026-08-18T04:32:00Z,ETH,468,40,2,0.17,0.2,0.23,0.0106,0.4127,1901.25,0
2026-08-18T04:33:00Z,BTC,594,70,5,0.15,0.17,0.17,0.0117,0.2762,64514.58,0
2026-08-18T04:33:00Z,ETH,468,40,2,0.11,0.11,0.11,0.0072,0.4128,1901.66,0
2026-08-18T04:34:00Z,BTC,594,70,5,0.16,0.17,0.17,0.012,0.2768,64533.58,0
2026-08-18T04:34:00Z,ETH,468,40,2,0.225,0.2775,0.33,0.0144,0.4128,1902.07,0
2026-08-18T04:35:00Z,BTC,594,70,5,0.16,0.17,0.18,0.012,0.2768,64537.76,0
2026-08-18T04:35:00Z,ETH,468,40,2,0.165,0.1925,0.22,0.0108,0.4128,1902.39,0
2026-08-18T04:36:00Z,BTC,594,70,5,0.16,0.17,0.18,0.0121,0.2752,64553.88,0
2026-08-18T04:36:00Z,ETH,468,40,2,0.17,0.195,0.22,0.0107,0.4128,1902.41,0
2026-08-18T04:37:00Z,BTC,594,70,5,0.16,0.18,0.18,0.012,0.2767,64538.2,0
2026-08-18T04:37:00Z,ETH,468,40,2,0.17,0.195,0.22,0.0107,0.4128,1901.81,0
