symbol,event_date,event_hour,era,stress_abs,variable,baseline,phi,lambda_per_h,half_life_h,r2,n_pairs,t_return_defined,t_return_h,censored,shock_excess
BTCUSDT,2020-04-20,440945,OTHER,False,realized_vol,2.063843011186976,0.39513887335461867,11.142215973085912,0.06220909577001975,0.15624958537097833,287,True,9,False,1.4098587567908485
BTCUSDT,2020-04-23,441014,OTHER,False,activity_volume,3.1995365531912547,0.4060488605448192,10.81538136542302,0.06408901888341635,0.16378273633144247,287,True,8,False,0.9711466849567252
BTCUSDT,2020-04-23,441014,OTHER,False,activity_ntrades,4.705005283552375,0.4797413241558436,8.814098740223663,0.07864073242074393,0.22853590358464193,287,True,24.0,True,0.16340358850159628
BTCUSDT,2020-04-23,441014,OTHER,False,realized_vol,1.9929163105760104,0.24115304891265915,17.0678818719172,0.04061120095402239,0.058010960242653176,287,True,3,False,0.6725989801994364
BTCUSDT,2020-04-29,441154,OTHER,False,activity_volume,2.5595104986282897,0.8812544727046573,1.5169061935079797,0.45694795335826344,0.7747848635008723,287,True,24.0,True,1.3260512842066243
BTCUSDT,2020-04-29,441154,OTHER,False,activity_ntrades,4.1588830833596715,0.8232702436247713,2.3336492176875248,0.2970228667215047,0.6778176305380708,287,True,13,False,0.9690313799357231
BTCUSDT,2020-04-29,441154,OTHER,False,realized_vol,1.8168437545424254,0.8996115729500294,1.2695063331453589,0.5459974184158558,0.8046348586566824,287,True,24.0,True,0.8614638370884915
BTCUSDT,2020-04-30,441178,OTHER,False,activity_volume,4.4858745980600485,0.6669036492776654,4.861316368290601,0.1425842566184761,0.44579518831728704,287,True,24.0,True,0.1353972149279349
BTCUSDT,2020-04-30,441178,OTHER,False,activity_ntrades,5.043425116919247,0.7241660475610102,3.8728147851908394,0.178977621963863,0.5250016008900129,287,True,24.0,True,0.01344127974259357
BTCUSDT,2020-04-30,441178,OTHER,False,realized_vol,3.0946793228237457,0.49884923027984723,8.345416471355904,0.0830572306294173,0.2488412242071636,287,True,4,False,0.2734334780704988
BTCUSDT,2020-05-03,441240,OTHER,False,activity_volume,3.105146595291198,0.5745984798017264,6.649005337247925,0.10424825149062736,0.330576705533299,287,True,21,False,0.7538013158690487
BTCUSDT,2020-05-03,441240,OTHER,False,activity_ntrades,4.0943445622221,0.6515913596984875,5.140051949680776,0.13485217413084577,0.4225054409733132,287,True,2,False,0.6239689349971008
BTCUSDT,2020-05-03,441240,OTHER,False,realized_vol,2.4083411448301666,0.3345676255902502,13.138995008023956,0.05275496186250484,0.11214866405807455,287,True,3,False,0.6278801063791556
BTCUSDT,2020-05-05,441292,OTHER,False,activity_volume,3.465232328985752,0.38260095345982376,11.529152759102226,0.06012125912831782,0.14854947268614516,287,True,2,False,1.0084819673182992
BTCUSDT,2020-05-05,441292,OTHER,False,activity_ntrades,4.412779927530426,0.5028130141934283,8.250443029937045,0.08401332850185553,0.25619150784378986,287,True,5,False,0.8247745547722705
BTCUSDT,2020-05-05,441292,OTHER,False,realized_vol,2.6245637515137807,0.32905995739202004,13.338183642090781,0.05196713429350365,0.10858069881896282,287,True,2,False,0.3081606191663276
BTCUSDT,2020-05-06,441322,OTHER,False,activity_volume,3.19185399649424,0.558827580981334,6.982971543586552,0.09926249537656504,0.3141848728657277,287,True,5,False,1.211339373366236
BTCUSDT,2020-05-06,441322,OTHER,False,activity_ntrades,4.212100162283536,0.6287903265787469,5.567489063101514,0.12449906460594098,0.39729929381327134,287,True,15,False,0.8441886224328655
BTCUSDT,2020-05-06,441322,OTHER,False,realized_vol,2.4305030176654228,0.29825516618681824,14.517670757860225,0.04774506820831836,0.08931881734914704,287,True,7,False,0.49803576656415105
BTCUSDT,2020-05-07,441353,OTHER,False,activity_volume,3.448883626149245,0.518936231138096,7.8716912649354205,0.08805568679345707,0.27058798262950223,287,True,11,False,1.1508207624656444
BTCUSDT,2020-05-07,441353,OTHER,False,activity_ntrades,4.226807104886683,0.6416284232405748,5.324951074188961,0.13016968060415804,0.41441168957621566,287,True,11,False,0.7294864459337465
BTCUSDT,2020-05-07,441353,OTHER,False,realized_vol,2.5019376339622132,0.4216535885633634,10.362854186812324,0.06688767091232821,0.17896082412127368,287,True,10,False,0.34391673387814214
BTCUSDT,2020-05-10,441408,OTHER,True,activity_volume,3.4807923765227082,0.6835517188895989,4.565435495477189,0.1518249860821867,0.4781463471551237,287,True,19,False,2.297583881613491
BTCUSDT,2020-05-10,441408,OTHER,True,activity_ntrades,4.151008904875602,0.7299129612291848,3.7779597976944177,0.183471296063805,0.5475320451505584,287,True,19,False,1.60831998178458
BTCUSDT,2020-05-10,441408,OTHER,True,realized_vol,2.5585184011824156,0.5775641872365006,6.587228352391889,0.10522592257003761,0.3381945116291354,287,True,6,False,1.0693809118198758
BTCUSDT,2020-05-11,441441,OTHER,False,activity_volume,4.014517554852636,0.7195568189388943,3.949437428873686,0.17550529487882516,0.5189020449415611,287,True,6,False,1.1958305799016806
BTCUSDT,2020-05-11,441441,OTHER,False,activity_ntrades,4.574710978503383,0.7682535786019751,3.163625038328632,0.2190990310678981,0.5926138180807472,287,True,12,False,1.1350124824345666
BTCUSDT,2020-05-11,441441,OTHER,False,realized_vol,2.916880861727683,0.5455466566158744,7.271603368378688,0.09532246816075898,0.2984655002549573,287,True,13,False,0.49422771995468584
BTCUSDT,2020-05-12,441470,OTHER,False,activity_volume,3.385270219393158,0.4592992972526215,9.336638612298888,0.07423947839716986,0.21163851209659346,287,True,24.0,True,0.3213891490869716
