C31_CFAR_BTCUSDT	OK	0	712	rc=0
C31_CFAR_ETHUSDT	OK	0	661	rc=0
C31_CFAR_SOLUSDT	FAIL	124	1800	TIMEOUT nach 1800 s
C31_CFAR_BNBUSDT	FAIL	124	1800	TIMEOUT nach 1800 s
C31_CFAR_XRPUSDT	FAIL	124	1800	TIMEOUT nach 1800 s
